wandb: Currently logged in as: analiju (analiju-paris) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
Conda version: 25.5.1
Python version: 3.10.16
PyTorch version: 2.5.1
CUDA available: True
CUDA device count: 2
Torchvision version: 0.20.1
Successfully set to use GPU: 1 (NVIDIA RTX A6000)
Final DEVICE variable is set to: cuda:1
Current PyTorch default device: 0
Current PyTorch default device (after set_device): 1
Dummy tensor is on device: cuda:1

=== Starting run with seed 42 ===
Total samples in folder: 27000, classes: ['AnnualCrop', 'Forest', 'HerbaceousVegetation', 'Highway', 'Industrial', 'Pasture', 'PermanentCrop', 'Residential', 'River', 'SeaLake']
Stratified split sizes: train=21600, val=2700, test=2700
wandb: Tracking run with wandb version 0.20.1
wandb: Run data is saved locally in /users/c/carvalhj/projects/eurosat_preprocessing/exploratory_notebooks/wandb/run-20250619_010936-lydff5md
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run BS512_LR4e-04_SEED42_TEMPERATURE0.2
wandb: ⭐️ View project at https://wandb.ai/analiju-paris/eurosat-contrastive-scratch-grid-search
wandb: 🚀 View run at https://wandb.ai/analiju-paris/eurosat-contrastive-scratch-grid-search/runs/lydff5md
Computed mean: [0.3441457152366638, 0.3800985515117645, 0.40766361355781555]
Computed std:  [0.09299741685390472, 0.06464490294456482, 0.05413917079567909]
Mean and std saved to models/mean_std.txt
Train/Val/Test loaders: 42/6/6 batches
Starting SimCLR training...
/users/c/carvalhj/miniconda3/envs/myenv/lib/python3.10/site-packages/torch/optim/lr_scheduler.py:240: UserWarning: The epoch parameter in `scheduler.step()` was not necessary and is being deprecated where possible. Please use `scheduler.step()` to step the scheduler. During the deprecation, if epoch is different from None, the closed form is used instead of the new chainable form, where available. Please open an issue if you are unable to replicate   use case: https://github.com/pytorch/pytorch/issues/new/choose.
  warnings.warn(EPOCH_DEPRECATION_WARNING, UserWarning)
Epoch 01/150 | Train Loss: 6.4456, Val Loss: 6.0263 | Probe Acc: 0.371
Epoch 27/150 | Train Loss: 3.1402, Val Loss: 3.1574 | Probe Acc: 0.556
Epoch 28/150 | Train Loss: 3.1194, Val Loss: 3.1425 | Probe Acc: 0.574
Epoch 29/150 | Train Loss: 3.1103, Val Loss: 3.1417 | Probe Acc: 0.593
Epoch 30/150 | Train Loss: 3.0866, Val Loss: 3.1892 | Probe Acc: 0.616
Epoch 31/150 | Train Loss: 3.0795, Val Loss: 3.1371 | Probe Acc: 0.598
Epoch 32/150 | Train Loss: 3.0698, Val Loss: 3.1397 | Probe Acc: 0.615
Epoch 33/150 | Train Loss: 3.0666, Val Loss: 3.2244 | Probe Acc: 0.607
Epoch 34/150 | Train Loss: 3.0539, Val Loss: 3.0741 | Probe Acc: 0.607
Epoch 35/150 | Train Loss: 3.0391, Val Loss: 3.0455 | Probe Acc: 0.621
Epoch 36/150 | Train Loss: 3.0176, Val Loss: 3.1214 | Probe Acc: 0.603
Epoch 37/150 | Train Loss: 3.0160, Val Loss: 3.0342 | Probe Acc: 0.613
Epoch 38/150 | Train Loss: 3.0007, Val Loss: 2.9986 | Probe Acc: 0.599
Epoch 39/150 | Train Loss: 2.9874, Val Loss: 3.0492 | Probe Acc: 0.608
Epoch 40/150 | Train Loss: 2.9852, Val Loss: 3.0643 | Probe Acc: 0.618
Epoch 41/150 | Train Loss: 2.9715, Val Loss: 2.9940 | Probe Acc: 0.605
Epoch 42/150 | Train Loss: 2.9642, Val Loss: 3.0132 | Probe Acc: 0.606
Epoch 43/150 | Train Loss: 2.9590, Val Loss: 3.0464 | Probe Acc: 0.619
Epoch 44/150 | Train Loss: 2.9501, Val Loss: 2.9804 | Probe Acc: 0.621
Epoch 45/150 | Train Loss: 2.9369, Val Loss: 2.9549 | Probe Acc: 0.602
Epoch 46/150 | Train Loss: 2.9405, Val Loss: 2.9597 | Probe Acc: 0.621
Epoch 47/150 | Train Loss: 2.9299, Val Loss: 3.0176 | Probe Acc: 0.609
Epoch 48/150 | Train Loss: 2.9150, Val Loss: 2.9571 | Probe Acc: 0.637
Epoch 49/150 | Train Loss: 2.9110, Val Loss: 2.9837 | Probe Acc: 0.633
Epoch 50/150 | Train Loss: 2.8979, Val Loss: 2.9707 | Probe Acc: 0.615
Epoch 51/150 | Train Loss: 2.9068, Val Loss: 2.9526 | Probe Acc: 0.617
Epoch 52/150 | Train Loss: 2.8950, Val Loss: 2.9908 | Probe Acc: 0.619
Epoch 53/150 | Train Loss: 2.8972, Val Loss: 2.9442 | Probe Acc: 0.606
Epoch 54/150 | Train Loss: 2.8781, Val Loss: 2.9802 | Probe Acc: 0.623
Epoch 55/150 | Train Loss: 2.8845, Val Loss: 2.9427 | Probe Acc: 0.626
Epoch 56/150 | Train Loss: 2.8644, Val Loss: 2.9540 | Probe Acc: 0.616
Epoch 57/150 | Train Loss: 2.8611, Val Loss: 2.9109 | Probe Acc: 0.624
Epoch 58/150 | Train Loss: 2.8560, Val Loss: 3.0095 | Probe Acc: 0.640
Epoch 59/150 | Train Loss: 2.8665, Val Loss: 2.9046 | Probe Acc: 0.628
Epoch 60/150 | Train Loss: 2.8556, Val Loss: 2.9240 | Probe Acc: 0.646
Epoch 61/150 | Train Loss: 2.8445, Val Loss: 2.8637 | Probe Acc: 0.618
Epoch 62/150 | Train Loss: 2.8395, Val Loss: 2.9193 | Probe Acc: 0.634
Epoch 63/150 | Train Loss: 2.8257, Val Loss: 2.9108 | Probe Acc: 0.619
Epoch 64/150 | Train Loss: 2.8209, Val Loss: 2.9141 | Probe Acc: 0.639
Epoch 65/150 | Train Loss: 2.8248, Val Loss: 2.8922 | Probe Acc: 0.615
Epoch 66/150 | Train Loss: 2.8128, Val Loss: 2.8982 | Probe Acc: 0.639
Epoch 67/150 | Train Loss: 2.8148, Val Loss: 2.9046 | Probe Acc: 0.644
Epoch 68/150 | Train Loss: 2.8034, Val Loss: 2.8762 | Probe Acc: 0.626
Epoch 69/150 | Train Loss: 2.7993, Val Loss: 2.8678 | Probe Acc: 0.641
Epoch 70/150 | Train Loss: 2.7938, Val Loss: 2.9114 | Probe Acc: 0.616
Epoch 71/150 | Train Loss: 2.7911, Val Loss: 2.9076 | Probe Acc: 0.640
Epoch 72/150 | Train Loss: 2.7850, Val Loss: 2.8893 | Probe Acc: 0.633
Epoch 73/150 | Train Loss: 2.7751, Val Loss: 2.8780 | Probe Acc: 0.645
Epoch 74/150 | Train Loss: 2.7785, Val Loss: 2.9182 | Probe Acc: 0.626
Epoch 75/150 | Train Loss: 2.7679, Val Loss: 2.8619 | Probe Acc: 0.630
Epoch 76/150 | Train Loss: 2.7728, Val Loss: 2.8894 | Probe Acc: 0.634
Epoch 77/150 | Train Loss: 2.7641, Val Loss: 2.8730 | Probe Acc: 0.626
Epoch 78/150 | Train Loss: 2.7443, Val Loss: 2.8429 | Probe Acc: 0.635
Epoch 79/150 | Train Loss: 2.7543, Val Loss: 2.8451 | Probe Acc: 0.635
Epoch 80/150 | Train Loss: 2.7440, Val Loss: 2.8437 | Probe Acc: 0.629
Epoch 81/150 | Train Loss: 2.7471, Val Loss: 2.8414 | Probe Acc: 0.624
Epoch 82/150 | Train Loss: 2.7356, Val Loss: 2.8696 | Probe Acc: 0.620
Epoch 83/150 | Train Loss: 2.7294, Val Loss: 2.8328 | Probe Acc: 0.608
Epoch 84/150 | Train Loss: 2.7259, Val Loss: 2.8187 | Probe Acc: 0.636
Epoch 85/150 | Train Loss: 2.7301, Val Loss: 2.8341 | Probe Acc: 0.635
Epoch 86/150 | Train Loss: 2.7162, Val Loss: 2.8332 | Probe Acc: 0.617
Epoch 87/150 | Train Loss: 2.7173, Val Loss: 2.8508 | Probe Acc: 0.642
Epoch 88/150 | Train Loss: 2.7051, Val Loss: 2.8258 | Probe Acc: 0.630
Epoch 89/150 | Train Loss: 2.7121, Val Loss: 2.8380 | Probe Acc: 0.646
Epoch 90/150 | Train Loss: 2.7057, Val Loss: 2.8602 | Probe Acc: 0.642
Epoch 91/150 | Train Loss: 2.6973, Val Loss: 2.8354 | Probe Acc: 0.646
Epoch 92/150 | Train Loss: 2.6947, Val Loss: 2.8021 | Probe Acc: 0.618
Epoch 93/150 | Train Loss: 2.6893, Val Loss: 2.8032 | Probe Acc: 0.640
Epoch 94/150 | Train Loss: 2.6894, Val Loss: 2.8034 | Probe Acc: 0.634
Epoch 95/150 | Train Loss: 2.6782, Val Loss: 2.8071 | Probe Acc: 0.630
Epoch 96/150 | Train Loss: 2.6738, Val Loss: 2.8220 | Probe Acc: 0.638
Epoch 97/150 | Train Loss: 2.6808, Val Loss: 2.8054 | Probe Acc: 0.625
Epoch 98/150 | Train Loss: 2.6676, Val Loss: 2.8184 | Probe Acc: 0.623
Epoch 99/150 | Train Loss: 2.6732, Val Loss: 2.8248 | Probe Acc: 0.629
Epoch 100/150 | Train Loss: 2.6633, Val Loss: 2.7845 | Probe Acc: 0.601
Epoch 101/150 | Train Loss: 2.6595, Val Loss: 2.7901 | Probe Acc: 0.624
Epoch 102/150 | Train Loss: 2.6549, Val Loss: 2.8071 | Probe Acc: 0.642
Epoch 103/150 | Train Loss: 2.6561, Val Loss: 2.7748 | Probe Acc: 0.628
Epoch 104/150 | Train Loss: 2.6502, Val Loss: 2.7897 | Probe Acc: 0.623
Epoch 105/150 | Train Loss: 2.6462, Val Loss: 2.8095 | Probe Acc: 0.610
Epoch 106/150 | Train Loss: 2.6458, Val Loss: 2.7913 | Probe Acc: 0.588
Epoch 107/150 | Train Loss: 2.6397, Val Loss: 2.8137 | Probe Acc: 0.593
Epoch 108/150 | Train Loss: 2.6383, Val Loss: 2.7747 | Probe Acc: 0.620
Epoch 109/150 | Train Loss: 2.6365, Val Loss: 2.7903 | Probe Acc: 0.636
Epoch 110/150 | Train Loss: 2.6303, Val Loss: 2.7677 | Probe Acc: 0.602
Epoch 111/150 | Train Loss: 2.6325, Val Loss: 2.7764 | Probe Acc: 0.615
Epoch 112/150 | Train Loss: 2.6219, Val Loss: 2.7815 | Probe Acc: 0.636
Epoch 113/150 | Train Loss: 2.6223, Val Loss: 2.7817 | Probe Acc: 0.583
Epoch 114/150 | Train Loss: 2.6214, Val Loss: 2.7790 | Probe Acc: 0.610
Epoch 115/150 | Train Loss: 2.6186, Val Loss: 2.7573 | Probe Acc: 0.612
Epoch 116/150 | Train Loss: 2.6153, Val Loss: 2.7838 | Probe Acc: 0.641
Epoch 117/150 | Train Loss: 2.6143, Val Loss: 2.7788 | Probe Acc: 0.613
Epoch 118/150 | Train Loss: 2.6125, Val Loss: 2.7661 | Probe Acc: 0.618
Epoch 119/150 | Train Loss: 2.6112, Val Loss: 2.7740 | Probe Acc: 0.601
Epoch 120/150 | Train Loss: 2.6032, Val Loss: 2.7846 | Probe Acc: 0.624
Epoch 121/150 | Train Loss: 2.5994, Val Loss: 2.7758 | Probe Acc: 0.572
Epoch 122/150 | Train Loss: 2.6066, Val Loss: 2.7660 | Probe Acc: 0.643
Epoch 123/150 | Train Loss: 2.5994, Val Loss: 2.7713 | Probe Acc: 0.588
Epoch 124/150 | Train Loss: 2.5988, Val Loss: 2.7794 | Probe Acc: 0.635
Epoch 125/150 | Train Loss: 2.5957, Val Loss: 2.7667 | Probe Acc: 0.616
Epoch 126/150 | Train Loss: 2.5907, Val Loss: 2.7491 | Probe Acc: 0.645
Epoch 127/150 | Train Loss: 2.5889, Val Loss: 2.7711 | Probe Acc: 0.639
Epoch 128/150 | Train Loss: 2.5926, Val Loss: 2.7546 | Probe Acc: 0.639
Epoch 129/150 | Train Loss: 2.5874, Val Loss: 2.7617 | Probe Acc: 0.620
Epoch 130/150 | Train Loss: 2.5798, Val Loss: 2.7459 | Probe Acc: 0.628
Epoch 131/150 | Train Loss: 2.5851, Val Loss: 2.7683 | Probe Acc: 0.620
Epoch 132/150 | Train Loss: 2.5823, Val Loss: 2.7830 | Probe Acc: 0.612
Epoch 133/150 | Train Loss: 2.5800, Val Loss: 2.7608 | Probe Acc: 0.637
Epoch 134/150 | Train Loss: 2.5836, Val Loss: 2.7561 | Probe Acc: 0.646
Epoch 135/150 | Train Loss: 2.5802, Val Loss: 2.7621 | Probe Acc: 0.582
Epoch 136/150 | Train Loss: 2.5766, Val Loss: 2.7673 | Probe Acc: 0.614
Epoch 137/150 | Train Loss: 2.5819, Val Loss: 2.7719 | Probe Acc: 0.589
Epoch 138/150 | Train Loss: 2.5788, Val Loss: 2.7578 | Probe Acc: 0.624
Epoch 139/150 | Train Loss: 2.5761, Val Loss: 2.7577 | Probe Acc: 0.606
Epoch 140/150 | Train Loss: 2.5782, Val Loss: 2.7533 | Probe Acc: 0.608
Epoch 141/150 | Train Loss: 2.5773, Val Loss: 2.7566 | Probe Acc: 0.607
Epoch 142/150 | Train Loss: 2.5744, Val Loss: 2.7580 | Probe Acc: 0.591
Epoch 143/150 | Train Loss: 2.5753, Val Loss: 2.7495 | Probe Acc: 0.634
Epoch 144/150 | Train Loss: 2.5735, Val Loss: 2.7612 | Probe Acc: 0.635
Epoch 145/150 | Train Loss: 2.5764, Val Loss: 2.7412 | Probe Acc: 0.650
Epoch 146/150 | Train Loss: 2.5698, Val Loss: 2.7375 | Probe Acc: 0.623
Epoch 147/150 | Train Loss: 2.5703, Val Loss: 2.7529 | Probe Acc: 0.616
Epoch 148/150 | Train Loss: 2.5740, Val Loss: 2.7500 | Probe Acc: 0.606
Epoch 149/150 | Train Loss: 2.5736, Val Loss: 2.7512 | Probe Acc: 0.636
wandb:                                                                                
wandb: 
wandb: Run history:
wandb:             epoch ▁▁▁▁▂▂▂▂▂▂▂▂▂▂▃▃▄▄▄▄▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇▇████
wandb:  linear_probe_acc ▁▁▃▅▅▅▆▆▆▅▇▆▇▇▇▇▇▇▇▇█▇██▇███▇▇█▆█▇▇▇▇▆██
wandb: simclr_train_loss █▆▅▄▃▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
wandb:   simclr_val_loss █▆▅▅▄▃▃▃▃▃▂▂▂▂▂▂▂▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
wandb: 
wandb: Run summary:
wandb:             epoch 150
wandb:  linear_probe_acc 0.61852
wandb: simclr_train_loss 2.57017
wandb:   simclr_val_loss 2.76361
wandb: 
wandb: 🚀 View run BS512_LR4e-04_SEED42_TEMPERATURE0.2 at: https://wandb.ai/analiju-paris/eurosat-contrastive-scratch-grid-search/runs/lydff5md
wandb: ⭐️ View project at: https://wandb.ai/analiju-paris/eurosat-contrastive-scratch-grid-search
wandb: Synced 5 W&B file(s), 0 media file(s), 0 artifact file(s) and 0 other file(s)
wandb: Find logs at: ./wandb/run-20250619_010936-lydff5md/logs
wandb: Tracking run with wandb version 0.20.1
wandb: Run data is saved locally in /users/c/carvalhj/projects/eurosat_preprocessing/exploratory_notebooks/wandb/run-20250619_055950-7zb60qoe
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run linear_probe_seed42_temperature0.2_bs512
wandb: ⭐️ View project at https://wandb.ai/analiju-paris/linear_probe_eurosat-simclr
wandb: 🚀 View run at https://wandb.ai/analiju-paris/linear_probe_eurosat-simclr/runs/7zb60qoe
Epoch 150/150 | Train Loss: 2.5702, Val Loss: 2.7636 | Probe Acc: 0.619
Model saved to models/simclr_model_seed42_temperature0.2_bs512.pth
All runs completed.
Using mean: [0.3441457152366638, 0.3800986111164093, 0.40766361355781555]
Using std: [0.09299743920564651, 0.06464490294456482, 0.054139167070388794]
Total samples in folder: 27000, classes: ['AnnualCrop', 'Forest', 'HerbaceousVegetation', 'Highway', 'Industrial', 'Pasture', 'PermanentCrop', 'Residential', 'River', 'SeaLake']
Stratified split sizes: train=21600, val=2700, test=2700
Train/Test loaders: 47/6 batches
Train + Val loader: 47 batches
Starting linear probe training...
/users/c/carvalhj/miniconda3/envs/myenv/lib/python3.10/site-packages/torch/optim/lr_scheduler.py:240: UserWarning: The epoch parameter in `scheduler.step()` was not necessary and is being deprecated where possible. Please use `scheduler.step()` to step the scheduler. During the deprecation, if epoch is different from None, the closed form is used instead of the new chainable form, where available. Please open an issue if you are unable to replicate   use case: https://github.com/pytorch/pytorch/issues/new/choose.
  warnings.warn(EPOCH_DEPRECATION_WARNING, UserWarning)
[Linear Probe] Epoch 1/20 - Loss: 2.0115, Accuracy: 39.82%
[Linear Probe] Epoch 2/20 - Loss: 1.1125, Accuracy: 74.73%
[Linear Probe] Epoch 3/20 - Loss: 0.9422, Accuracy: 77.10%
[Linear Probe] Epoch 4/20 - Loss: 0.9086, Accuracy: 77.40%
[Linear Probe] Epoch 5/20 - Loss: 0.8930, Accuracy: 77.61%
[Linear Probe] Epoch 6/20 - Loss: 0.8846, Accuracy: 77.73%
[Linear Probe] Epoch 7/20 - Loss: 0.8837, Accuracy: 77.42%
[Linear Probe] Epoch 8/20 - Loss: 0.8784, Accuracy: 77.79%
[Linear Probe] Epoch 9/20 - Loss: 0.8777, Accuracy: 77.41%
[Linear Probe] Epoch 10/20 - Loss: 0.8726, Accuracy: 77.92%
[Linear Probe] Epoch 11/20 - Loss: 0.8734, Accuracy: 77.66%
[Linear Probe] Epoch 12/20 - Loss: 0.8710, Accuracy: 77.79%
[Linear Probe] Epoch 13/20 - Loss: 0.8689, Accuracy: 77.85%
[Linear Probe] Epoch 14/20 - Loss: 0.8676, Accuracy: 78.08%
[Linear Probe] Epoch 15/20 - Loss: 0.8689, Accuracy: 77.92%
[Linear Probe] Epoch 16/20 - Loss: 0.8698, Accuracy: 77.89%
[Linear Probe] Epoch 17/20 - Loss: 0.8674, Accuracy: 78.05%
[Linear Probe] Epoch 18/20 - Loss: 0.8681, Accuracy: 78.13%
[Linear Probe] Epoch 19/20 - Loss: 0.8683, Accuracy: 78.04%
[Linear Probe] Epoch 20/20 - Loss: 0.8670, Accuracy: 78.03%
Test Accuracy: 76.70%
Linear probe accuracy: 78.03%, Test accuracy: 76.70%
[1;34mwandb[0m: 
[1;34mwandb[0m: 🚀 View run [33mlinear_probe_seed42_temperature0.2_bs512[0m at: [34mhttps://wandb.ai/analiju-paris/linear_probe_eurosat-simclr/runs/7zb60qoe[0m
[1;34mwandb[0m: Find logs at: [1;35mwandb/run-20250619_055950-7zb60qoe/logs[0m
